Drug A,Drug B,Cell Line,Amount of Literatures,Predicted Synergy Score
DOXORUBICIN,MITOMYCIN,OVCAR3,0,-0.70874
DOXORUBICIN,MITOMYCIN,PA1,0,-12.99
DOXORUBICIN,MITOMYCIN,RKO,0,-8.74925
DOXORUBICIN,MITOMYCIN,RPMI7951,0,-7.62777
DOXORUBICIN,MITOMYCIN,SKMEL30,0,8.665435
DOXORUBICIN,MITOMYCIN,SKMES1,0,-13.9766
DOXORUBICIN,MITOMYCIN,SKOV3,0,-10.363
DOXORUBICIN,MITOMYCIN,SW620,0,0.822163
DOXORUBICIN,MITOMYCIN,SW837,0,21.55553
DOXORUBICIN,MITOMYCIN,T47D,0,12.75383
DOXORUBICIN,MITOMYCIN,UACC62,0,-1.92388
DOXORUBICIN,MITOMYCIN,UWB1289,0,5.040234
DOXORUBICIN,MITOMYCIN,UWB1289BRCA1,0,14.35344
DOXORUBICIN,MITOMYCIN,VCAP,0,6.864162
DOXORUBICIN,MITOMYCIN,ZR751,0,-0.07742
DOXORUBICIN,OXALIPLATIN,A2058,0,4.931156
DOXORUBICIN,OXALIPLATIN,A2780,1,-1.04268
DOXORUBICIN,OXALIPLATIN,A375,1,0.762742
DOXORUBICIN,OXALIPLATIN,A427,0,-3.19671
DOXORUBICIN,OXALIPLATIN,CAOV3,0,-1.49477
DOXORUBICIN,OXALIPLATIN,COLO320DM,0,-3.35359
DOXORUBICIN,OXALIPLATIN,DLD1,1,-5.26916
DOXORUBICIN,OXALIPLATIN,EFM192B,0,-6.89261
DOXORUBICIN,OXALIPLATIN,ES2,0,-7.04446
DOXORUBICIN,OXALIPLATIN,HCT116,9,3.509417
DOXORUBICIN,OXALIPLATIN,HT144,0,-3.52361
DOXORUBICIN,OXALIPLATIN,HT29,4,2.886731
DOXORUBICIN,OXALIPLATIN,KPL1,0,-1.79909
DOXORUBICIN,OXALIPLATIN,LNCAP,0,-1.2043
DOXORUBICIN,OXALIPLATIN,LOVO,2,-7.19096
DOXORUBICIN,OXALIPLATIN,MDAMB436,0,-3.83728
DOXORUBICIN,OXALIPLATIN,MSTO,0,-15.426
DOXORUBICIN,OXALIPLATIN,NCIH1650,0,-1.45793
DOXORUBICIN,OXALIPLATIN,NCIH2122,0,-4.29345
DOXORUBICIN,OXALIPLATIN,NCIH23,0,-8.27277
DOXORUBICIN,OXALIPLATIN,NCIH460,0,-13.7033
DOXORUBICIN,OXALIPLATIN,NCIH520,0,-10.1826
DOXORUBICIN,OXALIPLATIN,OCUBM,0,2.837827
DOXORUBICIN,OXALIPLATIN,OV90,0,-17.4842
DOXORUBICIN,OXALIPLATIN,OVCAR3,0,-9.44025
DOXORUBICIN,OXALIPLATIN,PA1,0,-12.8611
DOXORUBICIN,OXALIPLATIN,RKO,0,-3.32821
DOXORUBICIN,OXALIPLATIN,RPMI7951,0,-9.06086
DOXORUBICIN,OXALIPLATIN,SKMEL30,0,-1.2778
DOXORUBICIN,OXALIPLATIN,SKMES1,0,-4.48475
DOXORUBICIN,OXALIPLATIN,SKOV3,0,-3.42323
DOXORUBICIN,OXALIPLATIN,SW620,3,0.054509
DOXORUBICIN,OXALIPLATIN,SW837,0,0.950403
DOXORUBICIN,OXALIPLATIN,T47D,0,6.634007
DOXORUBICIN,OXALIPLATIN,UACC62,0,-10.5796
DOXORUBICIN,OXALIPLATIN,UWB1289,0,7.080345
DOXORUBICIN,OXALIPLATIN,UWB1289BRCA1,0,-0.23882
DOXORUBICIN,OXALIPLATIN,VCAP,0,3.807216
DOXORUBICIN,OXALIPLATIN,ZR751,0,-2.7326
DOXORUBICIN,PACLITAXEL,A2058,0,-3.7683
DOXORUBICIN,PACLITAXEL,A2780,37,-2.98194
DOXORUBICIN,PACLITAXEL,A375,2,-6.42705
DOXORUBICIN,PACLITAXEL,A427,0,-7.08958
DOXORUBICIN,PACLITAXEL,CAOV3,4,-5.69404
DOXORUBICIN,PACLITAXEL,COLO320DM,0,2.211725
DOXORUBICIN,PACLITAXEL,DLD1,2,-2.762
DOXORUBICIN,PACLITAXEL,EFM192B,0,-25.6744
DOXORUBICIN,PACLITAXEL,ES2,3,-0.24932
DOXORUBICIN,PACLITAXEL,HCT116,22,-11.1306
DOXORUBICIN,PACLITAXEL,HT144,0,17.41092
DOXORUBICIN,PACLITAXEL,HT29,12,-4.10068
DOXORUBICIN,PACLITAXEL,KPL1,0,-8.4708
DOXORUBICIN,PACLITAXEL,LNCAP,14,-7.20104
DOXORUBICIN,PACLITAXEL,LOVO,7,-5.11414
DOXORUBICIN,PACLITAXEL,MDAMB436,0,-6.12414
DOXORUBICIN,PACLITAXEL,MSTO,0,-17.9754
DOXORUBICIN,PACLITAXEL,NCIH1650,0,-11.7201
DOXORUBICIN,PACLITAXEL,NCIH2122,0,-36.8951
DOXORUBICIN,PACLITAXEL,NCIH23,0,-8.44954
DOXORUBICIN,PACLITAXEL,NCIH460,0,12.45347
DOXORUBICIN,PACLITAXEL,NCIH520,0,-17.519
DOXORUBICIN,PACLITAXEL,OCUBM,0,-6.53273
DOXORUBICIN,PACLITAXEL,OV90,0,-7.55244
DOXORUBICIN,PACLITAXEL,OVCAR3,2,-29.9973
DOXORUBICIN,PACLITAXEL,PA1,3,-13.6436
DOXORUBICIN,PACLITAXEL,RKO,0,-7.46574
DOXORUBICIN,PACLITAXEL,RPMI7951,0,-5.82626
DOXORUBICIN,PACLITAXEL,SKMEL30,0,-2.23688
DOXORUBICIN,PACLITAXEL,SKMES1,1,-4.49208
DOXORUBICIN,PACLITAXEL,SKOV3,23,-13.7724
DOXORUBICIN,PACLITAXEL,SW620,7,1.516073
DOXORUBICIN,PACLITAXEL,SW837,0,2.320026
DOXORUBICIN,PACLITAXEL,T47D,20,-4.50413
DOXORUBICIN,PACLITAXEL,UACC62,0,-6.7734
DOXORUBICIN,PACLITAXEL,UWB1289,0,-13.3033
DOXORUBICIN,PACLITAXEL,UWB1289BRCA1,0,-0.44997
DOXORUBICIN,PACLITAXEL,VCAP,0,-8.40496
DOXORUBICIN,PACLITAXEL,ZR751,0,-1.83806
DOXORUBICIN,SN-38,A2058,0,2.681421
DOXORUBICIN,SN-38,A2780,2,6.828019
DOXORUBICIN,SN-38,A375,0,9.149313
DOXORUBICIN,SN-38,A427,0,-2.56546
DOXORUBICIN,SN-38,CAOV3,0,-2.70784
DOXORUBICIN,SN-38,COLO320DM,0,9.605433
DOXORUBICIN,SN-38,DLD1,0,5.074574
DOXORUBICIN,SN-38,EFM192B,0,1.313995
DOXORUBICIN,SN-38,ES2,0,4.349216
DOXORUBICIN,SN-38,HCT116,4,6.651077
DOXORUBICIN,SN-38,HT144,0,14.46587
DOXORUBICIN,SN-38,HT29,3,3.928592
DOXORUBICIN,SN-38,KPL1,0,2.731415
DOXORUBICIN,SN-38,LNCAP,0,8.778874
DOXORUBICIN,SN-38,LOVO,0,0.067454
DOXORUBICIN,SN-38,MDAMB436,0,-2.93581
DOXORUBICIN,SN-38,MSTO,0,-3.61041
DOXORUBICIN,SN-38,NCIH1650,0,9.820222
DOXORUBICIN,SN-38,NCIH2122,0,-12.4018
DOXORUBICIN,SN-38,NCIH23,0,5.928547
DOXORUBICIN,SN-38,NCIH460,0,21.68616
DOXORUBICIN,SN-38,NCIH520,0,-3.84777
DOXORUBICIN,SN-38,OCUBM,0,2.370157
DOXORUBICIN,SN-38,OV90,0,-12.8823
DOXORUBICIN,SN-38,OVCAR3,0,-5.6436
DOXORUBICIN,SN-38,PA1,0,-9.45407
DOXORUBICIN,SN-38,RKO,0,5.737168
DOXORUBICIN,SN-38,RPMI7951,0,-0.34462
DOXORUBICIN,SN-38,SKMEL30,0,2.357431
DOXORUBICIN,SN-38,SKMES1,0,8.389046
DOXORUBICIN,SN-38,SKOV3,0,-5.76109
DOXORUBICIN,SN-38,SW620,0,4.738033
DOXORUBICIN,SN-38,SW837,0,8.497207
DOXORUBICIN,SN-38,T47D,0,4.448203
DOXORUBICIN,SN-38,UACC62,0,1.957951
DOXORUBICIN,SN-38,UWB1289,0,5.197753
DOXORUBICIN,SN-38,UWB1289BRCA1,0,12.64268
DOXORUBICIN,SN-38,VCAP,0,21.28326
DOXORUBICIN,SN-38,ZR751,0,10.8042
DOXORUBICIN,TOPOTECAN,A2058,0,8.270364
DOXORUBICIN,TOPOTECAN,A2780,10,5.065242
DOXORUBICIN,TOPOTECAN,A375,0,-7.75269
DOXORUBICIN,TOPOTECAN,A427,0,3.583445
DOXORUBICIN,TOPOTECAN,CAOV3,0,3.698346
DOXORUBICIN,TOPOTECAN,COLO320DM,0,3.739084
DOXORUBICIN,TOPOTECAN,DLD1,0,2.425643
DOXORUBICIN,TOPOTECAN,EFM192B,0,-4.19221
DOXORUBICIN,TOPOTECAN,ES2,1,-0.30562
DOXORUBICIN,TOPOTECAN,HCT116,3,4.162379
DOXORUBICIN,TOPOTECAN,HT144,0,17.37179
DOXORUBICIN,TOPOTECAN,HT29,3,4.764815
DOXORUBICIN,TOPOTECAN,KPL1,0,5.305506
DOXORUBICIN,TOPOTECAN,LNCAP,1,-14.614
DOXORUBICIN,TOPOTECAN,LOVO,1,1.586164
DOXORUBICIN,TOPOTECAN,MDAMB436,0,-1.40823
DOXORUBICIN,TOPOTECAN,MSTO,0,-10.685
DOXORUBICIN,TOPOTECAN,NCIH1650,0,3.231731
DOXORUBICIN,TOPOTECAN,NCIH2122,0,0.084194
DOXORUBICIN,TOPOTECAN,NCIH23,0,10.21533
DOXORUBICIN,TOPOTECAN,NCIH460,0,0.390935
DOXORUBICIN,TOPOTECAN,NCIH520,0,0.30737
DOXORUBICIN,TOPOTECAN,OCUBM,0,-0.5954
DOXORUBICIN,TOPOTECAN,OV90,0,-7.79114
DOXORUBICIN,TOPOTECAN,OVCAR3,2,-9.95264
DOXORUBICIN,TOPOTECAN,PA1,0,-5.40232
DOXORUBICIN,TOPOTECAN,RKO,0,5.537593
DOXORUBICIN,TOPOTECAN,RPMI7951,0,-0.30105
DOXORUBICIN,TOPOTECAN,SKMEL30,0,12.90983
DOXORUBICIN,TOPOTECAN,SKMES1,0,4.19617
DOXORUBICIN,TOPOTECAN,SKOV3,3,-10.0057
DOXORUBICIN,TOPOTECAN,SW620,2,12.7889
DOXORUBICIN,TOPOTECAN,SW837,0,13.4305
DOXORUBICIN,TOPOTECAN,T47D,1,-0.05236
DOXORUBICIN,TOPOTECAN,UACC62,0,2.11043
DOXORUBICIN,TOPOTECAN,UWB1289,0,-0.284
DOXORUBICIN,TOPOTECAN,UWB1289BRCA1,0,9.3304
DOXORUBICIN,TOPOTECAN,VCAP,0,14.70295
DOXORUBICIN,TOPOTECAN,ZR751,0,5.101367
DOXORUBICIN,VINBLASTINE,A2058,0,5.110636
DOXORUBICIN,VINBLASTINE,A2780,11,2.181835
DOXORUBICIN,VINBLASTINE,A375,0,3.338324
DOXORUBICIN,VINBLASTINE,A427,0,-0.93948
DOXORUBICIN,VINBLASTINE,CAOV3,0,-0.23999
DOXORUBICIN,VINBLASTINE,COLO320DM,1,1.004379
DOXORUBICIN,VINBLASTINE,DLD1,0,-0.67547
DOXORUBICIN,VINBLASTINE,EFM192B,0,-10.8809
DOXORUBICIN,VINBLASTINE,ES2,0,10.14561
DOXORUBICIN,VINBLASTINE,HCT116,6,4.251451
DOXORUBICIN,VINBLASTINE,HT144,0,14.18418
DOXORUBICIN,VINBLASTINE,HT29,3,-2.49364
DOXORUBICIN,VINBLASTINE,KPL1,0,-0.28884
DOXORUBICIN,VINBLASTINE,LNCAP,3,-14.6969
DOXORUBICIN,VINBLASTINE,LOVO,4,-2.11186
DOXORUBICIN,VINBLASTINE,MDAMB436,0,-7.40627
DOXORUBICIN,VINBLASTINE,MSTO,0,-22.5249
DOXORUBICIN,VINBLASTINE,NCIH1650,0,-1.62213
DOXORUBICIN,VINBLASTINE,NCIH2122,0,-7.79524
DOXORUBICIN,VINBLASTINE,NCIH23,0,-3.4652
DOXORUBICIN,VINBLASTINE,NCIH460,0,1.263182
DOXORUBICIN,VINBLASTINE,NCIH520,0,-12.8341
DOXORUBICIN,VINBLASTINE,OCUBM,0,4.928036
DOXORUBICIN,VINBLASTINE,OV90,0,-13.6526
DOXORUBICIN,VINBLASTINE,OVCAR3,0,-31.2119
DOXORUBICIN,VINBLASTINE,PA1,0,-11.1442
DOXORUBICIN,VINBLASTINE,RKO,0,9.034562
DOXORUBICIN,VINBLASTINE,RPMI7951,0,-5.59776
DOXORUBICIN,VINBLASTINE,SKMEL30,0,-7.6342
DOXORUBICIN,VINBLASTINE,SKMES1,0,-8.65086
DOXORUBICIN,VINBLASTINE,SKOV3,9,-3.65251
DOXORUBICIN,VINBLASTINE,SW620,2,22.77591
DOXORUBICIN,VINBLASTINE,SW837,0,2.57835
DOXORUBICIN,VINBLASTINE,T47D,2,-7.9471
DOXORUBICIN,VINBLASTINE,UACC62,0,-6.13561
DOXORUBICIN,VINBLASTINE,UWB1289,0,-10.6276
DOXORUBICIN,VINBLASTINE,UWB1289BRCA1,0,0.100212
DOXORUBICIN,VINBLASTINE,VCAP,0,16.07224
DOXORUBICIN,VINBLASTINE,ZR751,0,-0.27148
DOXORUBICIN,VINORELBINE,A2058,0,-0.37481
DOXORUBICIN,VINORELBINE,A2780,3,-2.42938
DOXORUBICIN,VINORELBINE,A375,2,-6.41108
DOXORUBICIN,VINORELBINE,A427,0,-6.27329
DOXORUBICIN,VINORELBINE,CAOV3,1,-10.3719
DOXORUBICIN,VINORELBINE,COLO320DM,0,9.14148
DOXORUBICIN,VINORELBINE,DLD1,0,0.143684
DOXORUBICIN,VINORELBINE,EFM192B,0,-13.8066
DOXORUBICIN,VINORELBINE,ES2,0,1.277577
DOXORUBICIN,VINORELBINE,HCT116,1,-6.79346
DOXORUBICIN,VINORELBINE,HT144,0,11.92017
DOXORUBICIN,VINORELBINE,HT29,1,-12.9574
DOXORUBICIN,VINORELBINE,KPL1,0,-5.7216
DOXORUBICIN,VINORELBINE,LNCAP,2,3.160941
DOXORUBICIN,VINORELBINE,LOVO,0,0.717536
DOXORUBICIN,VINORELBINE,MDAMB436,0,-5.61441
DOXORUBICIN,VINORELBINE,MSTO,0,-0.94999
DOXORUBICIN,VINORELBINE,NCIH1650,0,-0.10579
DOXORUBICIN,VINORELBINE,NCIH2122,0,-21.7789
DOXORUBICIN,VINORELBINE,NCIH23,0,-27.2559
DOXORUBICIN,VINORELBINE,NCIH460,0,10.64264
DOXORUBICIN,VINORELBINE,NCIH520,0,-14.0144
DOXORUBICIN,VINORELBINE,OCUBM,0,-8.74028
DOXORUBICIN,VINORELBINE,OV90,0,14.35069
DOXORUBICIN,VINORELBINE,OVCAR3,0,-33.0546
DOXORUBICIN,VINORELBINE,PA1,0,-16.7469
DOXORUBICIN,VINORELBINE,RKO,0,-2.71567
DOXORUBICIN,VINORELBINE,RPMI7951,0,-7.0705
DOXORUBICIN,VINORELBINE,SKMEL30,0,-3.45283
DOXORUBICIN,VINORELBINE,SKMES1,0,-0.40324
DOXORUBICIN,VINORELBINE,SKOV3,0,-6.58745
DOXORUBICIN,VINORELBINE,SW620,0,4.53513
DOXORUBICIN,VINORELBINE,SW837,0,5.217425
DOXORUBICIN,VINORELBINE,T47D,1,7.179143
DOXORUBICIN,VINORELBINE,UACC62,0,-10.2614
DOXORUBICIN,VINORELBINE,UWB1289,0,4.934491
DOXORUBICIN,VINORELBINE,UWB1289BRCA1,0,-3.11312
DOXORUBICIN,VINORELBINE,VCAP,0,-18.2051
DOXORUBICIN,VINORELBINE,ZR751,0,0.234541
ETOPOSIDE,GEMCITABINE,A2058,0,10.97792
ETOPOSIDE,GEMCITABINE,A2780,7,5.321207
ETOPOSIDE,GEMCITABINE,A375,2,-44.1332
ETOPOSIDE,GEMCITABINE,A427,0,3.519408
ETOPOSIDE,GEMCITABINE,CAOV3,0,8.15857
ETOPOSIDE,GEMCITABINE,COLO320DM,0,10.48101
ETOPOSIDE,GEMCITABINE,DLD1,0,5.27053
ETOPOSIDE,GEMCITABINE,EFM192B,0,7.692498
ETOPOSIDE,GEMCITABINE,ES2,0,4.000171
ETOPOSIDE,GEMCITABINE,HCT116,3,-12.691
ETOPOSIDE,GEMCITABINE,HT144,0,24.18
ETOPOSIDE,GEMCITABINE,HT29,1,10.86308
ETOPOSIDE,GEMCITABINE,KPL1,0,10.0751
ETOPOSIDE,GEMCITABINE,LNCAP,1,-26.5213
ETOPOSIDE,GEMCITABINE,LOVO,0,2.953853
ETOPOSIDE,GEMCITABINE,MDAMB436,0,10.38243
ETOPOSIDE,GEMCITABINE,MSTO,0,-8.73892
ETOPOSIDE,GEMCITABINE,NCIH1650,0,10.96452
ETOPOSIDE,GEMCITABINE,NCIH2122,0,3.200964
ETOPOSIDE,GEMCITABINE,NCIH23,0,-18.0302
ETOPOSIDE,GEMCITABINE,NCIH460,0,4.756996
ETOPOSIDE,GEMCITABINE,NCIH520,0,6.79097
ETOPOSIDE,GEMCITABINE,OCUBM,0,-1.95668
ETOPOSIDE,GEMCITABINE,OV90,0,1.04815
ETOPOSIDE,GEMCITABINE,OVCAR3,0,6.018236
ETOPOSIDE,GEMCITABINE,PA1,0,-10.9961
ETOPOSIDE,GEMCITABINE,RKO,0,-16.4116
ETOPOSIDE,GEMCITABINE,RPMI7951,0,-4.08671
ETOPOSIDE,GEMCITABINE,SKMEL30,0,15.8639
ETOPOSIDE,GEMCITABINE,SKMES1,0,-18.5249
ETOPOSIDE,GEMCITABINE,SKOV3,0,-2.73667
ETOPOSIDE,GEMCITABINE,SW620,1,2.460528
ETOPOSIDE,GEMCITABINE,SW837,0,23.79064
ETOPOSIDE,GEMCITABINE,T47D,0,-11.0284
ETOPOSIDE,GEMCITABINE,UACC62,0,9.77805
ETOPOSIDE,GEMCITABINE,UWB1289,0,6.515161
ETOPOSIDE,GEMCITABINE,UWB1289BRCA1,0,16.16671
ETOPOSIDE,GEMCITABINE,VCAP,0,15.51188
ETOPOSIDE,GEMCITABINE,ZR751,0,15.79224
ETOPOSIDE,METFORMIN,A2058,0,-0.73355
ETOPOSIDE,METFORMIN,A2780,0,1.775435
ETOPOSIDE,METFORMIN,A375,0,3.635869
ETOPOSIDE,METFORMIN,A427,0,-7.55089
ETOPOSIDE,METFORMIN,CAOV3,0,65.74245
ETOPOSIDE,METFORMIN,COLO320DM,0,3.187207
ETOPOSIDE,METFORMIN,DLD1,0,3.291478
ETOPOSIDE,METFORMIN,EFM192B,0,-3.1848
ETOPOSIDE,METFORMIN,ES2,0,-8.56322
ETOPOSIDE,METFORMIN,HCT116,0,1.028419
ETOPOSIDE,METFORMIN,HT144,0,2.926441
ETOPOSIDE,METFORMIN,HT29,0,1.318774
ETOPOSIDE,METFORMIN,KPL1,0,-0.27423
ETOPOSIDE,METFORMIN,LNCAP,0,19.93184
ETOPOSIDE,METFORMIN,LOVO,0,-5.5951
ETOPOSIDE,METFORMIN,MDAMB436,0,10.35943
ETOPOSIDE,METFORMIN,MSTO,0,-1.5166
ETOPOSIDE,METFORMIN,NCIH1650,0,5.260784
ETOPOSIDE,METFORMIN,NCIH2122,0,2.901351
ETOPOSIDE,METFORMIN,NCIH23,0,-23.9435
ETOPOSIDE,METFORMIN,NCIH460,0,-1.97438
ETOPOSIDE,METFORMIN,NCIH520,0,-1.11176
ETOPOSIDE,METFORMIN,OCUBM,0,-4.69142
ETOPOSIDE,METFORMIN,OV90,0,-0.38875
ETOPOSIDE,METFORMIN,OVCAR3,0,-0.66376
ETOPOSIDE,METFORMIN,PA1,0,-4.62065
ETOPOSIDE,METFORMIN,RKO,0,4.804451
ETOPOSIDE,METFORMIN,RPMI7951,0,-1.10094
ETOPOSIDE,METFORMIN,SKMEL30,0,2.051542
ETOPOSIDE,METFORMIN,SKMES1,0,-0.24161
ETOPOSIDE,METFORMIN,SKOV3,0,2.925205
ETOPOSIDE,METFORMIN,SW620,0,3.371577
ETOPOSIDE,METFORMIN,SW837,0,4.638891
ETOPOSIDE,METFORMIN,T47D,0,32.02095
ETOPOSIDE,METFORMIN,UACC62,0,-3.96048
ETOPOSIDE,METFORMIN,UWB1289,0,4.636033
ETOPOSIDE,METFORMIN,UWB1289BRCA1,0,3.859969
ETOPOSIDE,METFORMIN,VCAP,0,6.554225
ETOPOSIDE,METFORMIN,ZR751,0,4.873992
ETOPOSIDE,METHOTREXATE,A2058,0,-17.6832
ETOPOSIDE,METHOTREXATE,A2780,1,-3.23153
ETOPOSIDE,METHOTREXATE,A375,1,-23.9078
ETOPOSIDE,METHOTREXATE,A427,0,2.963426
ETOPOSIDE,METHOTREXATE,CAOV3,0,28.74335
ETOPOSIDE,METHOTREXATE,COLO320DM,0,-1.70302
ETOPOSIDE,METHOTREXATE,DLD1,0,-5.20208
ETOPOSIDE,METHOTREXATE,EFM192B,0,-1.56253
ETOPOSIDE,METHOTREXATE,ES2,0,-7.73576
ETOPOSIDE,METHOTREXATE,HCT116,1,-30.5813
ETOPOSIDE,METHOTREXATE,HT144,0,6.830275
ETOPOSIDE,METHOTREXATE,HT29,0,-5.38002
ETOPOSIDE,METHOTREXATE,KPL1,0,-15.4815
ETOPOSIDE,METHOTREXATE,LNCAP,2,-1.70334
ETOPOSIDE,METHOTREXATE,LOVO,1,-4.53114
ETOPOSIDE,METHOTREXATE,MDAMB436,0,-2.15638
ETOPOSIDE,METHOTREXATE,MSTO,0,-16.1826
ETOPOSIDE,METHOTREXATE,NCIH1650,0,-2.88608
ETOPOSIDE,METHOTREXATE,NCIH2122,0,-8.23878
ETOPOSIDE,METHOTREXATE,NCIH23,0,-41.3553
ETOPOSIDE,METHOTREXATE,NCIH460,0,-22.9176
ETOPOSIDE,METHOTREXATE,NCIH520,0,-9.69998
ETOPOSIDE,METHOTREXATE,OCUBM,0,-2.94933
ETOPOSIDE,METHOTREXATE,OV90,0,-1.4193
ETOPOSIDE,METHOTREXATE,OVCAR3,0,-20.8068
ETOPOSIDE,METHOTREXATE,PA1,0,-23.8439
ETOPOSIDE,METHOTREXATE,RKO,0,-27.0531
ETOPOSIDE,METHOTREXATE,RPMI7951,0,-9.75022
ETOPOSIDE,METHOTREXATE,SKMEL30,0,-0.66731
ETOPOSIDE,METHOTREXATE,SKMES1,0,-9.75543
ETOPOSIDE,METHOTREXATE,SKOV3,0,1.71012
ETOPOSIDE,METHOTREXATE,SW620,1,-7.83271
ETOPOSIDE,METHOTREXATE,SW837,0,2.512323
ETOPOSIDE,METHOTREXATE,T47D,0,-13.9932
ETOPOSIDE,METHOTREXATE,UACC62,0,-3.58426
ETOPOSIDE,METHOTREXATE,UWB1289,0,-1.77028
ETOPOSIDE,METHOTREXATE,UWB1289BRCA1,0,-4.4866
ETOPOSIDE,METHOTREXATE,VCAP,0,-20.9558
ETOPOSIDE,METHOTREXATE,ZR751,0,-10.524
ETOPOSIDE,MITOMYCIN,A2058,0,3.812278
ETOPOSIDE,MITOMYCIN,A2780,0,5.889098
ETOPOSIDE,MITOMYCIN,A375,0,-26.744
ETOPOSIDE,MITOMYCIN,A427,0,-4.9248
ETOPOSIDE,MITOMYCIN,CAOV3,0,69.16975
ETOPOSIDE,MITOMYCIN,COLO320DM,0,5.325678
ETOPOSIDE,MITOMYCIN,DLD1,0,-1.66856
ETOPOSIDE,MITOMYCIN,EFM192B,0,-7.77639
ETOPOSIDE,MITOMYCIN,ES2,0,-9.56631
ETOPOSIDE,MITOMYCIN,HCT116,0,-10.9277
ETOPOSIDE,MITOMYCIN,HT144,0,18.92486
ETOPOSIDE,MITOMYCIN,HT29,0,7.064826
ETOPOSIDE,MITOMYCIN,KPL1,0,13.94745
ETOPOSIDE,MITOMYCIN,LNCAP,0,10.07761
ETOPOSIDE,MITOMYCIN,LOVO,0,8.319171
ETOPOSIDE,MITOMYCIN,MDAMB436,0,9.785793
ETOPOSIDE,MITOMYCIN,MSTO,0,1.61159
ETOPOSIDE,MITOMYCIN,NCIH1650,0,11.27444
ETOPOSIDE,MITOMYCIN,NCIH2122,0,-11.3803
ETOPOSIDE,MITOMYCIN,NCIH23,0,-54.1104
ETOPOSIDE,MITOMYCIN,NCIH460,0,-16.2043
ETOPOSIDE,MITOMYCIN,NCIH520,0,2.484482
ETOPOSIDE,MITOMYCIN,OCUBM,0,-8.00031
ETOPOSIDE,MITOMYCIN,OV90,0,-5.17901
ETOPOSIDE,MITOMYCIN,OVCAR3,0,25.98506
ETOPOSIDE,MITOMYCIN,PA1,0,-28.261
ETOPOSIDE,MITOMYCIN,RKO,0,-14.1141
ETOPOSIDE,MITOMYCIN,RPMI7951,0,-12.1081
ETOPOSIDE,MITOMYCIN,SKMEL30,0,17.97744
ETOPOSIDE,MITOMYCIN,SKMES1,0,-10.3177
ETOPOSIDE,MITOMYCIN,SKOV3,0,-7.03527
ETOPOSIDE,MITOMYCIN,SW620,0,-3.43194
ETOPOSIDE,MITOMYCIN,SW837,0,19.66094
ETOPOSIDE,MITOMYCIN,T47D,0,-16.0896
ETOPOSIDE,MITOMYCIN,UACC62,0,5.297774
ETOPOSIDE,MITOMYCIN,UWB1289,0,14.88464
ETOPOSIDE,MITOMYCIN,UWB1289BRCA1,0,28.51951
ETOPOSIDE,MITOMYCIN,VCAP,0,12.78783
ETOPOSIDE,MITOMYCIN,ZR751,0,17.22661
ETOPOSIDE,OXALIPLATIN,A2058,0,4.529397
ETOPOSIDE,OXALIPLATIN,A2780,1,-3.47874
ETOPOSIDE,OXALIPLATIN,A375,0,-35.8829
ETOPOSIDE,OXALIPLATIN,A427,0,-6.73682
ETOPOSIDE,OXALIPLATIN,CAOV3,0,69.80014
ETOPOSIDE,OXALIPLATIN,COLO320DM,0,6.807398
ETOPOSIDE,OXALIPLATIN,DLD1,0,-4.23521
ETOPOSIDE,OXALIPLATIN,EFM192B,0,-3.85576
ETOPOSIDE,OXALIPLATIN,ES2,0,-18.1593
ETOPOSIDE,OXALIPLATIN,HCT116,3,2.920621
ETOPOSIDE,OXALIPLATIN,HT144,0,-4.57148
ETOPOSIDE,OXALIPLATIN,HT29,1,3.424328
ETOPOSIDE,OXALIPLATIN,KPL1,0,8.702196
ETOPOSIDE,OXALIPLATIN,LNCAP,0,8.143014
ETOPOSIDE,OXALIPLATIN,LOVO,1,-8.75854
ETOPOSIDE,OXALIPLATIN,MDAMB436,0,2.505277
ETOPOSIDE,OXALIPLATIN,MSTO,0,-2.07645
ETOPOSIDE,OXALIPLATIN,NCIH1650,0,5.809455
ETOPOSIDE,OXALIPLATIN,NCIH2122,0,5.935925
ETOPOSIDE,OXALIPLATIN,NCIH23,0,-38.7286
ETOPOSIDE,OXALIPLATIN,NCIH460,0,-22.2799
ETOPOSIDE,OXALIPLATIN,NCIH520,0,-2.40335
ETOPOSIDE,OXALIPLATIN,OCUBM,0,2.658077
ETOPOSIDE,OXALIPLATIN,OV90,0,-10.1689
ETOPOSIDE,OXALIPLATIN,OVCAR3,1,7.380056
ETOPOSIDE,OXALIPLATIN,PA1,0,-32.5928
ETOPOSIDE,OXALIPLATIN,RKO,2,-3.38671
ETOPOSIDE,OXALIPLATIN,RPMI7951,0,-16.5163
ETOPOSIDE,OXALIPLATIN,SKMEL30,0,8.808565
ETOPOSIDE,OXALIPLATIN,SKMES1,0,-5.30654
ETOPOSIDE,OXALIPLATIN,SKOV3,1,-0.06239
ETOPOSIDE,OXALIPLATIN,SW620,2,-0.98747
ETOPOSIDE,OXALIPLATIN,SW837,0,7.105472
ETOPOSIDE,OXALIPLATIN,T47D,0,-2.90767
ETOPOSIDE,OXALIPLATIN,UACC62,0,-9.59697
ETOPOSIDE,OXALIPLATIN,UWB1289,0,12.7786
ETOPOSIDE,OXALIPLATIN,UWB1289BRCA1,0,6.458428
ETOPOSIDE,OXALIPLATIN,VCAP,0,7.969606
